iter	Logloss
277	0.3504493233
278	0.3503197464
279	0.3502812298
280	0.3500966454
281	0.3499462102
282	0.3497191225
283	0.3494912833
284	0.3493539622
285	0.3491947731
286	0.3491393253
287	0.3490284459
288	0.3488346697
289	0.3486424438
290	0.3484887485
291	0.3483748909
292	0.3482071656
293	0.347986464
294	0.3478013429
295	0.3476786587
296	0.3474979572
297	0.3473823637
298	0.3472416862
299	0.347131004
300	0.3469051555
301	0.3468174438
302	0.3466622443
303	0.3466067348
304	0.3465005616
305	0.3463972818
306	0.3463010569
307	0.3462055606
308	0.3461371019
309	0.3460365848
310	0.3459605156
311	0.345901908
312	0.3457658698
313	0.3456472117
314	0.3455118837
315	0.3453515582
316	0.3452226356
317	0.3450831143
318	0.3449103302
319	0.3447285508
320	0.3445984856
321	0.3445017742
322	0.3442973924
323	0.3441805507
324	0.3440755876
325	0.3439360091
326	0.3438372746
327	0.3437608092
328	0.3436319032
329	0.3435351447
330	0.3434075113
331	0.3434071602
332	0.3432810701
333	0.3430765559
334	0.3429132657
335	0.3428213066
336	0.3426992687
337	0.3425070563
338	0.3424092795
339	0.3422518587
340	0.3421434811
341	0.3420127434
342	0.3418914747
343	0.3418156624
344	0.3417332104
345	0.3416144862
346	0.3414566129
347	0.3413214506
348	0.3411479706
349	0.3410331369
350	0.3409382879
351	0.3406652742
352	0.340478575
353	0.3402870855
354	0.3401202843
355	0.3399508923
356	0.3398570937
357	0.3397937364
358	0.3396546716
359	0.3394912034
360	0.3393672685
361	0.3391378487
362	0.3390131071
363	0.3388700149
364	0.3387063117
365	0.3385164294
366	0.3383849297
367	0.3381823912
368	0.3380466274
369	0.337980078
370	0.3378604967
371	0.3377098052
372	0.3375083258
373	0.3373734609
374	0.3372243882
375	0.3370983227
376	0.3369481526
377	0.3367711931
378	0.3366188771
379	0.3364581415
380	0.3363223904
381	0.3361591155
382	0.3360255462
383	0.3359100437
384	0.335639426
385	0.3355169092
386	0.3353823785
387	0.3353125017
388	0.3351767751
389	0.3350395766
390	0.334941518
391	0.3348207657
392	0.3346869629
393	0.3345568156
394	0.3343729146
395	0.3341314378
396	0.3340025011
397	0.3338667387
398	0.333643843
399	0.3334776405
400	0.3332495436
401	0.3330862232
402	0.3329399317
403	0.3328178795
404	0.3327488672
405	0.3326663097
406	0.3324840571
407	0.3323268658
408	0.3321576344
409	0.332066023
410	0.3319444375
411	0.3318207637
412	0.3316838668
413	0.3315150419
414	0.3313687575
415	0.3312389273
416	0.3310826009
417	0.3309789355
418	0.3307905331
419	0.3306614929
420	0.3304888086
421	0.3302874143
422	0.3301692509
423	0.3300712096
424	0.3299405487
425	0.3298085165
426	0.32969898
427	0.329548655
428	0.3293780246
429	0.3293021818
430	0.329111867
431	0.3289697678
432	0.3288302837
433	0.328700006
434	0.3286132313
435	0.3284700545
436	0.3283563825
437	0.3282844039
438	0.3281586608
439	0.3280435733
440	0.3279138477
441	0.327747898
442	0.3276843882
443	0.3275530528
444	0.3273593449
445	0.3272142024
446	0.3270218171
447	0.3269076256
448	0.3268014203
449	0.3265905414
450	0.3264679684
451	0.3263243626
452	0.3261431973
453	0.3260374673
454	0.3259240736
455	0.3258115218
456	0.3256687842
457	0.3255551492
458	0.3253708473
459	0.325157652
460	0.3249764739
461	0.3248847462
462	0.3248052898
463	0.3246959646
464	0.3246209524
465	0.324450678
466	0.3243161464
467	0.3241558675
468	0.3240367414
469	0.3238744274
470	0.3237529687
471	0.3235611136
472	0.3234030549
473	0.3231737144
474	0.323049567
475	0.3228961834
476	0.322744652
477	0.3225854735
478	0.3224430247
479	0.322280354
480	0.3221925688
481	0.32205646
482	0.3219582613
483	0.3218355835
484	0.3216902
485	0.3215955356
486	0.3215208418
487	0.3213946581
488	0.3212052762
489	0.3211193548
490	0.321011293
491	0.3208483412
492	0.3206878677
493	0.3205939439
494	0.3204595242
495	0.3203638841
496	0.3202483305
497	0.3201227656
498	0.3200277561
499	0.3198907564
500	0.3197668828
501	0.3196575973
502	0.3194947701
503	0.3192954915
504	0.3191327373
505	0.3190419984
506	0.3188879034
507	0.3187932568
508	0.3186313391
509	0.3184881969
510	0.3183845997
511	0.3182433816
512	0.318089761
513	0.3179516533
514	0.3178538424
515	0.3177230942
516	0.3175601232
517	0.3173738646
518	0.3172138293
519	0.3170764038
520	0.3169824197
521	0.3168263923
522	0.316692266
523	0.3166291851
524	0.316484049
525	0.3163868281
526	0.3162660842
527	0.3160838357
528	0.3159701517
529	0.3158218968
530	0.3156865427
531	0.3154717735
532	0.3153255908
533	0.3151423767
534	0.3149520125
535	0.3148889932
536	0.3147262049
537	0.3146169494
538	0.3145142309
539	0.314407324
540	0.314333945
541	0.3142386097
542	0.3141233814
543	0.3139201493
544	0.3138194819
545	0.3137095936
546	0.3135594182
547	0.3134140574
548	0.3132938739
549	0.3131331893
550	0.3130323338
551	0.3129165958
552	0.3127866907
553	0.3126203896
554	0.3125509338
555	0.3124355018
556	0.3122946175
557	0.3121400486
558	0.3120338874
559	0.3118408171
560	0.3116832291
561	0.3115957578
562	0.3114516932
563	0.3113008714
564	0.3111574354
565	0.3110787784
566	0.3109643958
567	0.3108273833
568	0.3106851308
569	0.3105209146
570	0.310438808
571	0.3103112072
572	0.310183424
573	0.3100578346
574	0.3099314174
575	0.30980332
576	0.3096429066
577	0.3094911229
578	0.309336526
579	0.3091398966
580	0.3089983455
581	0.3088414191
582	0.3087298539
583	0.3085712012
584	0.3084702129
585	0.3083161566
586	0.3082115828
587	0.3081059797
588	0.3079848157
589	0.3078561992
590	0.3077175503
591	0.307542369
592	0.3073448339
593	0.3072128718
594	0.3070831732
595	0.3069875376
596	0.3068041581
597	0.306716001
598	0.3065998171
599	0.3064515476
600	0.3063273318
601	0.3062173835
602	0.3060968142
603	0.305958143
604	0.3058285421
605	0.3056697307
606	0.305512551
607	0.3053868006
608	0.30530177
609	0.3052019668
610	0.3050880338
611	0.3049124916
612	0.3047914481
613	0.3047078044
614	0.3045888709
615	0.3044380434
616	0.3043708546
617	0.3042695355
618	0.3041138743
619	0.3040104013
620	0.3038656207
621	0.3036837694
622	0.3036232567
623	0.303498516
624	0.3034159916
625	0.3032959657
626	0.3031705415
627	0.3030258554
628	0.3029379228
629	0.3028098842
630	0.3025418008
631	0.3023770101
632	0.3022567601
633	0.3021163283
634	0.3019904914
635	0.3018098834
636	0.3017339897
637	0.3016114218
638	0.301453859
639	0.3013145073
640	0.3012136876
641	0.3010876127
642	0.3009304677
643	0.3008470537
644	0.300757033
645	0.30068613
646	0.3005065355
647	0.3003711416
648	0.300270407
649	0.30011565
650	0.2999444181
651	0.2998200326
652	0.2996471776
653	0.2994984966
654	0.299325663
655	0.2991842486
656	0.2990413402
657	0.2989418549
658	0.2988127277
659	0.298679891
660	0.2985479557
661	0.2984274579
662	0.2983535494
663	0.2982179175
664	0.2981207736
665	0.2979788314
666	0.2978241467
667	0.2977134114
668	0.2975729527
669	0.297491291
670	0.2973962957
671	0.2972545234
672	0.2971742566
673	0.2970386357
674	0.2969004796
675	0.2968137832
676	0.2966818338
677	0.2964709227
678	0.2963285607
679	0.2962133743
680	0.296100093
681	0.2959864444
682	0.2958760996
683	0.2957667709
684	0.295644198
685	0.2955697259
686	0.2954445117
687	0.2953024687
688	0.2952499567
689	0.2950629732
690	0.2949113061
691	0.2947561119
692	0.2946132221
693	0.2944368537
694	0.2942769378
695	0.2941816514
696	0.2941012357
697	0.2939261565
698	0.2937904947
699	0.2936378593
700	0.2934808369
701	0.2933671212
702	0.2932296833
703	0.2931649172
704	0.293041436
705	0.2928860553
706	0.292738514
707	0.2925765481
708	0.2924093051
709	0.2922805767
710	0.2921270465
711	0.2920464732
712	0.2919419582
713	0.2918918327
714	0.291730724
715	0.2915656266
716	0.291483058
717	0.2913900469
718	0.2912871461
719	0.2911389359
720	0.2910452122
721	0.2909591014
722	0.2908617118
723	0.2907579304
724	0.2906433076
725	0.2905526436
726	0.2904391368
727	0.2903582301
728	0.2902564746
729	0.2901827596
730	0.2900555244
731	0.289971131
732	0.289871314
733	0.2897466875
734	0.2896404268
735	0.289503967
736	0.2894222883
737	0.2892848763
738	0.2891410617
739	0.289018428
740	0.2889010626
741	0.2887843929
742	0.2886964942
743	0.2885674379
744	0.2884086917
745	0.2883044619
746	0.2881132128
747	0.2880354874
748	0.2878543502
749	0.2876900311
750	0.2875637968
751	0.2874635448
752	0.2873597011
753	0.2872302412
754	0.2870876459
755	0.2869990768
756	0.2868526869
757	0.2867254854
758	0.2865894454
759	0.2865140905
760	0.2863560009
761	0.2862720225
762	0.2861456392
763	0.286075453
764	0.2859674332
765	0.2858468065
766	0.285796291
767	0.2857275887
768	0.2855630551
769	0.2854540241
770	0.2852935999
771	0.2851644028
772	0.2850661815
773	0.2848992416
774	0.2848161004
775	0.284711839
776	0.2846336329
777	0.2845277891
778	0.2844379915
779	0.2843304585
780	0.2842178934
781	0.2841188926
782	0.2840051078
783	0.2838857563
784	0.2838006284
785	0.2837054773
786	0.2835882409
787	0.2834810972
788	0.2833327659
789	0.2832290498
790	0.2831136264
791	0.2829625827
792	0.2828344957
793	0.2827495166
794	0.2826768812
795	0.2825499141
796	0.2824253282
797	0.2823234671
798	0.2821524081
799	0.2820977858
800	0.2819831817
801	0.281917414
802	0.281804503
803	0.2817257014
804	0.2815929898
805	0.2814724927
806	0.2813090206
807	0.2811657526
808	0.281079448
809	0.2810101876
810	0.2809458249
811	0.2807941874
812	0.2807118952
813	0.280612353
814	0.2804466525
815	0.2803403225
816	0.2802216528
817	0.2801263321
818	0.2800158379
819	0.2799353267
820	0.2797945068
821	0.2796938402
822	0.279552832
823	0.2794431304
824	0.2793319928
825	0.2792536931
826	0.2791780165
827	0.2790463942
828	0.2789310899
829	0.2788892473
830	0.2787990506
831	0.278704309
832	0.2785965684
833	0.2784855505
834	0.2783384192
835	0.2782768339
836	0.278176591
837	0.2780779585
838	0.2779561264
839	0.2778053372
840	0.2776845866
841	0.2775724253
842	0.2774652503
843	0.2773262338
844	0.2771762172
845	0.2771029189
846	0.2769898979
847	0.2768629564
848	0.2767897282
849	0.276708241
850	0.2766295111
851	0.2764499375
852	0.2763613312
853	0.2762606795
854	0.2761191164
855	0.2760843708
856	0.2759619881
857	0.2758860832
858	0.2757587848
859	0.2756385174
860	0.2755727751
861	0.2754588159
862	0.2753862914
863	0.2753096231
864	0.2752047145
865	0.2751299491
866	0.2750450382
867	0.2749627046
868	0.2748064618
869	0.2747378347
870	0.2746209312
871	0.2744980593
872	0.2743951884
873	0.2742590896
874	0.2741602123
875	0.2740916429
876	0.2739529895
877	0.2738824862
878	0.2738135595
879	0.2737001418
880	0.2736487094
881	0.2735740081
882	0.2734433675
883	0.2733311178
884	0.2732467052
885	0.2731723064
886	0.2730974593
887	0.2730065596
888	0.2728930049
889	0.2727975704
890	0.2726741954
891	0.2726012341
892	0.2724631669
893	0.2723415462
894	0.2722384234
895	0.2721391721
896	0.2720735675
897	0.2719990074
898	0.2718580395
899	0.2717532255
900	0.271627719
901	0.2715173448
902	0.2714304647
903	0.2713730842
904	0.2712893662
905	0.2712251546
906	0.2711501451
907	0.2710878622
908	0.2710052789
909	0.2709353789
910	0.2708407635
911	0.270756292
912	0.2706647612
913	0.2705758121
914	0.2705089728
915	0.2703678029
916	0.2702986856
917	0.2701890119
918	0.2700972578
919	0.2700016827
920	0.2698506712
921	0.2697494768
922	0.2696345832
923	0.2695638607
924	0.2694861963
925	0.2693678295
926	0.2692869703
927	0.2692202298
928	0.2691198699
929	0.2690493834
930	0.2689459503
931	0.2688205389
932	0.2686996364
933	0.2685605884
934	0.2684546717
935	0.2683185214
936	0.2681581439
937	0.2680327621
938	0.2679227354
939	0.2678274382
940	0.2677397461
941	0.2676671739
942	0.26760315
943	0.2674818614
944	0.2674013315
945	0.2673591381
946	0.2672623589
947	0.2671760582
948	0.2670853926
949	0.2670344201
950	0.2669437234
951	0.2668001442
952	0.2667144582
953	0.2665963271
954	0.2664791288
955	0.2663556606
956	0.2662460008
957	0.2661320673
958	0.2659781279
959	0.2658939542
960	0.2658562486
961	0.265770619
962	0.2656802558
963	0.2655723559
964	0.265417056
965	0.2653520997
966	0.2652561308
967	0.2651076765
968	0.2650290769
969	0.2649505899
970	0.2648988536
971	0.2647429008
972	0.2646904714
973	0.2646271336
974	0.2644853368
975	0.2643945493
976	0.264281131
977	0.2642016684
978	0.2641103052
979	0.2639900933
980	0.2639017144
981	0.2637923146
982	0.2636764521
983	0.2635400727
984	0.263424012
985	0.2633496638
986	0.2632670301
987	0.2631912624
988	0.2630795033
989	0.2629664975
990	0.2629058139
991	0.2628311452
992	0.2627469886
993	0.262662329
994	0.2625602693
995	0.2624980688
996	0.2623996292
997	0.2622877531
998	0.2622050108
999	0.2621153479
